YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Education,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,NY,New York,32.7,Less than high school,"(42.82700103200045, -75.54397042699964)",Less than high school,EDU,EDUHS
2013,2013,NY,New York,28.2,High school graduate,"(42.82700103200045, -75.54397042699964)",High school graduate,EDU,EDUHSGRAD
2013,2013,NY,New York,17.1,College graduate,"(42.82700103200045, -75.54397042699964)",College graduate,EDU,EDUCOGRAD
2014,2014,NY,New York,28.6,Some college or technical school,"(42.82700103200045, -75.54397042699964)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NY,New York,37.4,Less than high school,"(42.82700103200045, -75.54397042699964)",Less than high school,EDU,EDUHS
2014,2014,NY,New York,29.8,High school graduate,"(42.82700103200045, -75.54397042699964)",High school graduate,EDU,EDUHSGRAD
2014,2014,NY,New York,18.6,College graduate,"(42.82700103200045, -75.54397042699964)",College graduate,EDU,EDUCOGRAD
2015,2015,NY,New York,26.5,Some college or technical school,"(42.82700103200045, -75.54397042699964)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NY,New York,32.8,Less than high school,"(42.82700103200045, -75.54397042699964)",Less than high school,EDU,EDUHS
2015,2015,NY,New York,28.6,High school graduate,"(42.82700103200045, -75.54397042699964)",High school graduate,EDU,EDUHSGRAD
2015,2015,NY,New York,17.2,College graduate,"(42.82700103200045, -75.54397042699964)",College graduate,EDU,EDUCOGRAD
2011,2011,NC,North Carolina,31.4,Some college or technical school,"(35.466220975000454, -79.15925046299964)",Some college or technical school,EDU,EDUCOTEC
2011,2011,NC,North Carolina,31.9,Less than high school,"(35.466220975000454, -79.15925046299964)",Less than high school,EDU,EDUHS
2011,2011,NC,North Carolina,31.1,High school graduate,"(35.466220975000454, -79.15925046299964)",High school graduate,EDU,EDUHSGRAD
2011,2011,NC,North Carolina,22.2,College graduate,"(35.466220975000454, -79.15925046299964)",College graduate,EDU,EDUCOGRAD
2012,2012,NC,North Carolina,30.5,Some college or technical school,"(35.466220975000454, -79.15925046299964)",Some college or technical school,EDU,EDUCOTEC
2012,2012,NC,North Carolina,32.3,Less than high school,"(35.466220975000454, -79.15925046299964)",Less than high school,EDU,EDUHS
2012,2012,NC,North Carolina,31.8,High school graduate,"(35.466220975000454, -79.15925046299964)",High school graduate,EDU,EDUHSGRAD
2012,2012,NC,North Carolina,24.1,College graduate,"(35.466220975000454, -79.15925046299964)",College graduate,EDU,EDUCOGRAD
2013,2013,NC,North Carolina,30.7,Some college or technical school,"(35.466220975000454, -79.15925046299964)",Some college or technical school,EDU,EDUCOTEC
2013,2013,NC,North Carolina,35.2,Less than high school,"(35.466220975000454, -79.15925046299964)",Less than high school,EDU,EDUHS
2013,2013,NC,North Carolina,30.4,High school graduate,"(35.466220975000454, -79.15925046299964)",High school graduate,EDU,EDUHSGRAD
2013,2013,NC,North Carolina,22.7,College graduate,"(35.466220975000454, -79.15925046299964)",College graduate,EDU,EDUCOGRAD
2014,2014,NC,North Carolina,29.5,Some college or technical school,"(35.466220975000454, -79.15925046299964)",Some college or technical school,EDU,EDUCOTEC
2014,2014,NC,North Carolina,34.5,Less than high school,"(35.466220975000454, -79.15925046299964)",Less than high school,EDU,EDUHS
2014,2014,NC,North Carolina,32.7,High school graduate,"(35.466220975000454, -79.15925046299964)",High school graduate,EDU,EDUHSGRAD
2014,2014,NC,North Carolina,23.6,College graduate,"(35.466220975000454, -79.15925046299964)",College graduate,EDU,EDUCOGRAD
2015,2015,NC,North Carolina,30.7,Some college or technical school,"(35.466220975000454, -79.15925046299964)",Some college or technical school,EDU,EDUCOTEC
2015,2015,NC,North Carolina,36.8,Less than high school,"(35.466220975000454, -79.15925046299964)",Less than high school,EDU,EDUHS
2015,2015,NC,North Carolina,33.2,High school graduate,"(35.466220975000454, -79.15925046299964)",High school graduate,EDU,EDUHSGRAD
2015,2015,NC,North Carolina,22.3,College graduate,"(35.466220975000454, -79.15925046299964)",College graduate,EDU,EDUCOGRAD
2011,2011,ND,North Dakota,29.2,Some college or technical school,"(47.47531977900047, -100.11842104899966)",Some college or technical school,EDU,EDUCOTEC
2011,2011,ND,North Dakota,25.1,Less than high school,"(47.47531977900047, -100.11842104899966)",Less than high school,EDU,EDUHS
2011,2011,ND,North Dakota,28,High school graduate,"(47.47531977900047, -100.11842104899966)",High school graduate,EDU,EDUHSGRAD
2011,2011,ND,North Dakota,26.5,College graduate,"(47.47531977900047, -100.11842104899966)",College graduate,EDU,EDUCOGRAD
2012,2012,ND,North Dakota,30.2,Some college or technical school,"(47.47531977900047, -100.11842104899966)",Some college or technical school,EDU,EDUCOTEC
2012,2012,ND,North Dakota,38.3,Less than high school,"(47.47531977900047, -100.11842104899966)",Less than high school,EDU,EDUHS
2012,2012,ND,North Dakota,29.9,High school graduate,"(47.47531977900047, -100.11842104899966)",High school graduate,EDU,EDUHSGRAD
2012,2012,ND,North Dakota,25,College graduate,"(47.47531977900047, -100.11842104899966)",College graduate,EDU,EDUCOGRAD
2013,2013,ND,North Dakota,33.4,Some college or technical school,"(47.47531977900047, -100.11842104899966)",Some college or technical school,EDU,EDUCOTEC
2013,2013,ND,North Dakota,28.6,Less than high school,"(47.47531977900047, -100.11842104899966)",Less than high school,EDU,EDUHS
2013,2013,ND,North Dakota,32,High school graduate,"(47.47531977900047, -100.11842104899966)",High school graduate,EDU,EDUHSGRAD
2013,2013,ND,North Dakota,26.8,College graduate,"(47.47531977900047, -100.11842104899966)",College graduate,EDU,EDUCOGRAD
2014,2014,ND,North Dakota,34.9,Some college or technical school,"(47.47531977900047, -100.11842104899966)",Some college or technical school,EDU,EDUCOTEC
2014,2014,ND,North Dakota,33.3,Less than high school,"(47.47531977900047, -100.11842104899966)",Less than high school,EDU,EDUHS
2014,2014,ND,North Dakota,33,High school graduate,"(47.47531977900047, -100.11842104899966)",High school graduate,EDU,EDUHSGRAD
2014,2014,ND,North Dakota,26.9,College graduate,"(47.47531977900047, -100.11842104899966)",College graduate,EDU,EDUCOGRAD
2015,2015,ND,North Dakota,31.7,Some college or technical school,"(47.47531977900047, -100.11842104899966)",Some college or technical school,EDU,EDUCOTEC
2015,2015,ND,North Dakota,32.1,Less than high school,"(47.47531977900047, -100.11842104899966)",Less than high school,EDU,EDUHS
2015,2015,ND,North Dakota,34.1,High school graduate,"(47.47531977900047, -100.11842104899966)",High school graduate,EDU,EDUHSGRAD
2015,2015,ND,North Dakota,26.3,College graduate,"(47.47531977900047, -100.11842104899966)",College graduate,EDU,EDUCOGRAD
2011,2011,OH,Ohio,30.5,Some college or technical school,"(40.06021014100048, -82.40426005599966)",Some college or technical school,EDU,EDUCOTEC
2011,2011,OH,Ohio,34.6,Less than high school,"(40.06021014100048, -82.40426005599966)",Less than high school,EDU,EDUHS
2011,2011,OH,Ohio,32.1,High school graduate,"(40.06021014100048, -82.40426005599966)",High school graduate,EDU,EDUHSGRAD
2011,2011,OH,Ohio,22,College graduate,"(40.06021014100048, -82.40426005599966)",College graduate,EDU,EDUCOGRAD
2012,2012,OH,Ohio,31.1,Some college or technical school,"(40.06021014100048, -82.40426005599966)",Some college or technical school,EDU,EDUCOTEC
2012,2012,OH,Ohio,35.6,Less than high school,"(40.06021014100048, -82.40426005599966)",Less than high school,EDU,EDUHS
2012,2012,OH,Ohio,31.1,High school graduate,"(40.06021014100048, -82.40426005599966)",High school graduate,EDU,EDUHSGRAD
2012,2012,OH,Ohio,24.3,College graduate,"(40.06021014100048, -82.40426005599966)",College graduate,EDU,EDUCOGRAD
2013,2013,OH,Ohio,30.9,Some college or technical school,"(40.06021014100048, -82.40426005599966)",Some college or technical school,EDU,EDUCOTEC
2013,2013,OH,Ohio,36,Less than high school,"(40.06021014100048, -82.40426005599966)",Less than high school,EDU,EDUHS
2013,2013,OH,Ohio,31.7,High school graduate,"(40.06021014100048, -82.40426005599966)",High school graduate,EDU,EDUHSGRAD
2013,2013,OH,Ohio,24.6,College graduate,"(40.06021014100048, -82.40426005599966)",College graduate,EDU,EDUCOGRAD
2014,2014,OH,Ohio,34.5,Some college or technical school,"(40.06021014100048, -82.40426005599966)",Some college or technical school,EDU,EDUCOTEC
2014,2014,OH,Ohio,36.5,Less than high school,"(40.06021014100048, -82.40426005599966)",Less than high school,EDU,EDUHS
2014,2014,OH,Ohio,34.2,High school graduate,"(40.06021014100048, -82.40426005599966)",High school graduate,EDU,EDUHSGRAD
2014,2014,OH,Ohio,25.8,College graduate,"(40.06021014100048, -82.40426005599966)",College graduate,EDU,EDUCOGRAD
2015,2015,OH,Ohio,32.8,Some college or technical school,"(40.06021014100048, -82.40426005599966)",Some college or technical school,EDU,EDUCOTEC
2015,2015,OH,Ohio,28.7,Less than high school,"(40.06021014100048, -82.40426005599966)",Less than high school,EDU,EDUHS
2015,2015,OH,Ohio,32.4,High school graduate,"(40.06021014100048, -82.40426005599966)",High school graduate,EDU,EDUHSGRAD
2015,2015,OH,Ohio,22.8,College graduate,"(40.06021014100048, -82.40426005599966)",College graduate,EDU,EDUCOGRAD
2011,2011,OK,Oklahoma,31.3,Some college or technical school,"(35.47203135600046, -97.52107021399968)",Some college or technical school,EDU,EDUCOTEC
2011,2011,OK,Oklahoma,31,Less than high school,"(35.47203135600046, -97.52107021399968)",Less than high school,EDU,EDUHS
2011,2011,OK,Oklahoma,33.8,High school graduate,"(35.47203135600046, -97.52107021399968)",High school graduate,EDU,EDUHSGRAD
2011,2011,OK,Oklahoma,26.5,College graduate,"(35.47203135600046, -97.52107021399968)",College graduate,EDU,EDUCOGRAD
2012,2012,OK,Oklahoma,34.9,Some college or technical school,"(35.47203135600046, -97.52107021399968)",Some college or technical school,EDU,EDUCOTEC
2012,2012,OK,Oklahoma,31.9,Less than high school,"(35.47203135600046, -97.52107021399968)",Less than high school,EDU,EDUHS
2012,2012,OK,Oklahoma,33.9,High school graduate,"(35.47203135600046, -97.52107021399968)",High school graduate,EDU,EDUHSGRAD
2012,2012,OK,Oklahoma,25.6,College graduate,"(35.47203135600046, -97.52107021399968)",College graduate,EDU,EDUCOGRAD
2013,2013,OK,Oklahoma,32.6,Some college or technical school,"(35.47203135600046, -97.52107021399968)",Some college or technical school,EDU,EDUCOTEC
2013,2013,OK,Oklahoma,35.6,Less than high school,"(35.47203135600046, -97.52107021399968)",Less than high school,EDU,EDUHS
2013,2013,OK,Oklahoma,33.9,High school graduate,"(35.47203135600046, -97.52107021399968)",High school graduate,EDU,EDUHSGRAD
2013,2013,OK,Oklahoma,28.3,College graduate,"(35.47203135600046, -97.52107021399968)",College graduate,EDU,EDUCOGRAD
2014,2014,OK,Oklahoma,34.6,Some college or technical school,"(35.47203135600046, -97.52107021399968)",Some college or technical school,EDU,EDUCOTEC
2014,2014,OK,Oklahoma,36.3,Less than high school,"(35.47203135600046, -97.52107021399968)",Less than high school,EDU,EDUHS
2014,2014,OK,Oklahoma,34.3,High school graduate,"(35.47203135600046, -97.52107021399968)",High school graduate,EDU,EDUHSGRAD
2014,2014,OK,Oklahoma,26.4,College graduate,"(35.47203135600046, -97.52107021399968)",College graduate,EDU,EDUCOGRAD
2015,2015,OK,Oklahoma,36.3,Some college or technical school,"(35.47203135600046, -97.52107021399968)",Some college or technical school,EDU,EDUCOTEC
2015,2015,OK,Oklahoma,36,Less than high school,"(35.47203135600046, -97.52107021399968)",Less than high school,EDU,EDUHS
2015,2015,OK,Oklahoma,35,High school graduate,"(35.47203135600046, -97.52107021399968)",High school graduate,EDU,EDUHSGRAD
2015,2015,OK,Oklahoma,27.1,College graduate,"(35.47203135600046, -97.52107021399968)",College graduate,EDU,EDUCOGRAD
2011,2011,OR,Oregon,31.4,Some college or technical school,"(44.56744942400047, -120.15503132599969)",Some college or technical school,EDU,EDUCOTEC
2011,2011,OR,Oregon,31.4,Less than high school,"(44.56744942400047, -120.15503132599969)",Less than high school,EDU,EDUHS
2011,2011,OR,Oregon,27.8,High school graduate,"(44.56744942400047, -120.15503132599969)",High school graduate,EDU,EDUHSGRAD
2011,2011,OR,Oregon,17.1,College graduate,"(44.56744942400047, -120.15503132599969)",College graduate,EDU,EDUCOGRAD
2012,2012,OR,Oregon,28,Some college or technical school,"(44.56744942400047, -120.15503132599969)",Some college or technical school,EDU,EDUCOTEC
2012,2012,OR,Oregon,35.4,Less than high school,"(44.56744942400047, -120.15503132599969)",Less than high school,EDU,EDUHS
2012,2012,OR,Oregon,31.3,High school graduate,"(44.56744942400047, -120.15503132599969)",High school graduate,EDU,EDUHSGRAD
2012,2012,OR,Oregon,19.3,College graduate,"(44.56744942400047, -120.15503132599969)",College graduate,EDU,EDUCOGRAD
2013,2013,OR,Oregon,29.2,Some college or technical school,"(44.56744942400047, -120.15503132599969)",Some college or technical school,EDU,EDUCOTEC
2013,2013,OR,Oregon,31.4,Less than high school,"(44.56744942400047, -120.15503132599969)",Less than high school,EDU,EDUHS
2013,2013,OR,Oregon,29.4,High school graduate,"(44.56744942400047, -120.15503132599969)",High school graduate,EDU,EDUHSGRAD
2013,2013,OR,Oregon,17.9,College graduate,"(44.56744942400047, -120.15503132599969)",College graduate,EDU,EDUCOGRAD
2014,2014,OR,Oregon,31.7,Some college or technical school,"(44.56744942400047, -120.15503132599969)",Some college or technical school,EDU,EDUCOTEC
2014,2014,OR,Oregon,28.8,Less than high school,"(44.56744942400047, -120.15503132599969)",Less than high school,EDU,EDUHS
2014,2014,OR,Oregon,30.2,High school graduate,"(44.56744942400047, -120.15503132599969)",High school graduate,EDU,EDUHSGRAD
2014,2014,OR,Oregon,20.2,College graduate,"(44.56744942400047, -120.15503132599969)",College graduate,EDU,EDUCOGRAD
2015,2015,OR,Oregon,35.7,Some college or technical school,"(44.56744942400047, -120.15503132599969)",Some college or technical school,EDU,EDUCOTEC
2015,2015,OR,Oregon,34.1,Less than high school,"(44.56744942400047, -120.15503132599969)",Less than high school,EDU,EDUHS
2015,2015,OR,Oregon,29.9,High school graduate,"(44.56744942400047, -120.15503132599969)",High school graduate,EDU,EDUHSGRAD
2015,2015,OR,Oregon,21.5,College graduate,"(44.56744942400047, -120.15503132599969)",College graduate,EDU,EDUCOGRAD
2011,2011,PA,Pennsylvania,30,Some college or technical school,"(40.79373015200048, -77.86070029399963)",Some college or technical school,EDU,EDUCOTEC
2011,2011,PA,Pennsylvania,30.8,Less than high school,"(40.79373015200048, -77.86070029399963)",Less than high school,EDU,EDUHS
2011,2011,PA,Pennsylvania,31.6,High school graduate,"(40.79373015200048, -77.86070029399963)",High school graduate,EDU,EDUHSGRAD
2011,2011,PA,Pennsylvania,21.5,College graduate,"(40.79373015200048, -77.86070029399963)",College graduate,EDU,EDUCOGRAD
2012,2012,PA,Pennsylvania,29.4,Some college or technical school,"(40.79373015200048, -77.86070029399963)",Some college or technical school,EDU,EDUCOTEC
2012,2012,PA,Pennsylvania,31.1,Less than high school,"(40.79373015200048, -77.86070029399963)",Less than high school,EDU,EDUHS
2012,2012,PA,Pennsylvania,33,High school graduate,"(40.79373015200048, -77.86070029399963)",High school graduate,EDU,EDUHSGRAD
2012,2012,PA,Pennsylvania,21.7,College graduate,"(40.79373015200048, -77.86070029399963)",College graduate,EDU,EDUCOGRAD
2013,2013,PA,Pennsylvania,33.1,Some college or technical school,"(40.79373015200048, -77.86070029399963)",Some college or technical school,EDU,EDUCOTEC
2013,2013,PA,Pennsylvania,35.1,Less than high school,"(40.79373015200048, -77.86070029399963)",Less than high school,EDU,EDUHS
2013,2013,PA,Pennsylvania,32.4,High school graduate,"(40.79373015200048, -77.86070029399963)",High school graduate,EDU,EDUHSGRAD
2013,2013,PA,Pennsylvania,21,College graduate,"(40.79373015200048, -77.86070029399963)",College graduate,EDU,EDUCOGRAD
2014,2014,PA,Pennsylvania,30.9,Some college or technical school,"(40.79373015200048, -77.86070029399963)",Some college or technical school,EDU,EDUCOTEC
2014,2014,PA,Pennsylvania,35.4,Less than high school,"(40.79373015200048, -77.86070029399963)",Less than high school,EDU,EDUHS
2014,2014,PA,Pennsylvania,34.3,High school graduate,"(40.79373015200048, -77.86070029399963)",High school graduate,EDU,EDUHSGRAD
2014,2014,PA,Pennsylvania,21.1,College graduate,"(40.79373015200048, -77.86070029399963)",College graduate,EDU,EDUCOGRAD
2015,2015,PA,Pennsylvania,31.8,Some college or technical school,"(40.79373015200048, -77.86070029399963)",Some college or technical school,EDU,EDUCOTEC
2015,2015,PA,Pennsylvania,32.3,Less than high school,"(40.79373015200048, -77.86070029399963)",Less than high school,EDU,EDUHS
2015,2015,PA,Pennsylvania,34.2,High school graduate,"(40.79373015200048, -77.86070029399963)",High school graduate,EDU,EDUHSGRAD
2015,2015,PA,Pennsylvania,21.3,College graduate,"(40.79373015200048, -77.86070029399963)",College graduate,EDU,EDUCOGRAD
2013,2013,PR,Puerto Rico,27.1,Some college or technical school,"(18.220833, -66.590149)",Some college or technical school,EDU,EDUCOTEC
2013,2013,PR,Puerto Rico,28.7,Less than high school,"(18.220833, -66.590149)",Less than high school,EDU,EDUHS
2013,2013,PR,Puerto Rico,30,High school graduate,"(18.220833, -66.590149)",High school graduate,EDU,EDUHSGRAD
2013,2013,PR,Puerto Rico,25.4,College graduate,"(18.220833, -66.590149)",College graduate,EDU,EDUCOGRAD
2014,2014,PR,Puerto Rico,28.6,Some college or technical school,"(18.220833, -66.590149)",Some college or technical school,EDU,EDUCOTEC
2014,2014,PR,Puerto Rico,31.4,Less than high school,"(18.220833, -66.590149)",Less than high school,EDU,EDUHS
2014,2014,PR,Puerto Rico,26.6,High school graduate,"(18.220833, -66.590149)",High school graduate,EDU,EDUHSGRAD
2014,2014,PR,Puerto Rico,26.8,College graduate,"(18.220833, -66.590149)",College graduate,EDU,EDUCOGRAD
2015,2015,PR,Puerto Rico,29.5,Some college or technical school,"(18.220833, -66.590149)",Some college or technical school,EDU,EDUCOTEC
2015,2015,PR,Puerto Rico,30.1,Less than high school,"(18.220833, -66.590149)",Less than high school,EDU,EDUHS
2015,2015,PR,Puerto Rico,31.6,High school graduate,"(18.220833, -66.590149)",High school graduate,EDU,EDUHSGRAD
2015,2015,PR,Puerto Rico,26.4,College graduate,"(18.220833, -66.590149)",College graduate,EDU,EDUCOGRAD
2011,2011,RI,Rhode Island,27.9,Some college or technical school,"(41.70828019300046, -71.52247031399963)",Some college or technical school,EDU,EDUCOTEC
2011,2011,RI,Rhode Island,28.7,Less than high school,"(41.70828019300046, -71.52247031399963)",Less than high school,EDU,EDUHS
2011,2011,RI,Rhode Island,27,High school graduate,"(41.70828019300046, -71.52247031399963)",High school graduate,EDU,EDUHSGRAD
2011,2011,RI,Rhode Island,19.3,College graduate,"(41.70828019300046, -71.52247031399963)",College graduate,EDU,EDUCOGRAD
2012,2012,RI,Rhode Island,26.9,Some college or technical school,"(41.70828019300046, -71.52247031399963)",Some college or technical school,EDU,EDUCOTEC
2012,2012,RI,Rhode Island,27.4,Less than high school,"(41.70828019300046, -71.52247031399963)",Less than high school,EDU,EDUHS
2012,2012,RI,Rhode Island,29.2,High school graduate,"(41.70828019300046, -71.52247031399963)",High school graduate,EDU,EDUHSGRAD
2012,2012,RI,Rhode Island,20.2,College graduate,"(41.70828019300046, -71.52247031399963)",College graduate,EDU,EDUCOGRAD
2013,2013,RI,Rhode Island,29.6,Some college or technical school,"(41.70828019300046, -71.52247031399963)",Some college or technical school,EDU,EDUCOTEC
2013,2013,RI,Rhode Island,31,Less than high school,"(41.70828019300046, -71.52247031399963)",Less than high school,EDU,EDUHS
2013,2013,RI,Rhode Island,28.9,High school graduate,"(41.70828019300046, -71.52247031399963)",High school graduate,EDU,EDUHSGRAD
2013,2013,RI,Rhode Island,21.2,College graduate,"(41.70828019300046, -71.52247031399963)",College graduate,EDU,EDUCOGRAD
2014,2014,RI,Rhode Island,27.3,Some college or technical school,"(41.70828019300046, -71.52247031399963)",Some college or technical school,EDU,EDUCOTEC
2014,2014,RI,Rhode Island,32.7,Less than high school,"(41.70828019300046, -71.52247031399963)",Less than high school,EDU,EDUHS
2014,2014,RI,Rhode Island,30.8,High school graduate,"(41.70828019300046, -71.52247031399963)",High school graduate,EDU,EDUHSGRAD
2014,2014,RI,Rhode Island,20.2,College graduate,"(41.70828019300046, -71.52247031399963)",College graduate,EDU,EDUCOGRAD
2015,2015,RI,Rhode Island,24.9,Some college or technical school,"(41.70828019300046, -71.52247031399963)",Some college or technical school,EDU,EDUCOTEC
2015,2015,RI,Rhode Island,32.1,Less than high school,"(41.70828019300046, -71.52247031399963)",Less than high school,EDU,EDUHS
2015,2015,RI,Rhode Island,30,High school graduate,"(41.70828019300046, -71.52247031399963)",High school graduate,EDU,EDUHSGRAD
2015,2015,RI,Rhode Island,20.2,College graduate,"(41.70828019300046, -71.52247031399963)",College graduate,EDU,EDUCOGRAD
2011,2011,SC,South Carolina,32.9,Some college or technical school,"(33.998821303000454, -81.04537120699968)",Some college or technical school,EDU,EDUCOTEC
2011,2011,SC,South Carolina,32.7,Less than high school,"(33.998821303000454, -81.04537120699968)",Less than high school,EDU,EDUHS
2011,2011,SC,South Carolina,31.8,High school graduate,"(33.998821303000454, -81.04537120699968)",High school graduate,EDU,EDUHSGRAD
2011,2011,SC,South Carolina,25.3,College graduate,"(33.998821303000454, -81.04537120699968)",College graduate,EDU,EDUCOGRAD
2012,2012,SC,South Carolina,32.4,Some college or technical school,"(33.998821303000454, -81.04537120699968)",Some college or technical school,EDU,EDUCOTEC
2012,2012,SC,South Carolina,38.3,Less than high school,"(33.998821303000454, -81.04537120699968)",Less than high school,EDU,EDUHS
2012,2012,SC,South Carolina,32.7,High school graduate,"(33.998821303000454, -81.04537120699968)",High school graduate,EDU,EDUHSGRAD
2012,2012,SC,South Carolina,23.9,College graduate,"(33.998821303000454, -81.04537120699968)",College graduate,EDU,EDUCOGRAD
2013,2013,SC,South Carolina,33.9,Some college or technical school,"(33.998821303000454, -81.04537120699968)",Some college or technical school,EDU,EDUCOTEC
2013,2013,SC,South Carolina,35.3,Less than high school,"(33.998821303000454, -81.04537120699968)",Less than high school,EDU,EDUHS
2013,2013,SC,South Carolina,32.4,High school graduate,"(33.998821303000454, -81.04537120699968)",High school graduate,EDU,EDUHSGRAD
2013,2013,SC,South Carolina,25.4,College graduate,"(33.998821303000454, -81.04537120699968)",College graduate,EDU,EDUCOGRAD
2014,2014,SC,South Carolina,33.1,Some college or technical school,"(33.998821303000454, -81.04537120699968)",Some college or technical school,EDU,EDUCOTEC
2014,2014,SC,South Carolina,35.5,Less than high school,"(33.998821303000454, -81.04537120699968)",Less than high school,EDU,EDUHS
2014,2014,SC,South Carolina,33.7,High school graduate,"(33.998821303000454, -81.04537120699968)",High school graduate,EDU,EDUHSGRAD
2014,2014,SC,South Carolina,26,College graduate,"(33.998821303000454, -81.04537120699968)",College graduate,EDU,EDUCOGRAD
2015,2015,SC,South Carolina,31,Some college or technical school,"(33.998821303000454, -81.04537120699968)",Some college or technical school,EDU,EDUCOTEC
2015,2015,SC,South Carolina,33.4,Less than high school,"(33.998821303000454, -81.04537120699968)",Less than high school,EDU,EDUHS
2015,2015,SC,South Carolina,36.3,High school graduate,"(33.998821303000454, -81.04537120699968)",High school graduate,EDU,EDUHSGRAD
2015,2015,SC,South Carolina,25.6,College graduate,"(33.998821303000454, -81.04537120699968)",College graduate,EDU,EDUCOGRAD
2011,2011,SD,South Dakota,27.2,Some college or technical school,"(44.353130053000484, -100.3735306369997)",Some college or technical school,EDU,EDUCOTEC
2011,2011,SD,South Dakota,30.7,Less than high school,"(44.353130053000484, -100.3735306369997)",Less than high school,EDU,EDUHS
2011,2011,SD,South Dakota,29.7,High school graduate,"(44.353130053000484, -100.3735306369997)",High school graduate,EDU,EDUHSGRAD
2011,2011,SD,South Dakota,26.1,College graduate,"(44.353130053000484, -100.3735306369997)",College graduate,EDU,EDUCOGRAD
2012,2012,SD,South Dakota,28.1,Some college or technical school,"(44.353130053000484, -100.3735306369997)",Some college or technical school,EDU,EDUCOTEC
2012,2012,SD,South Dakota,31.6,Less than high school,"(44.353130053000484, -100.3735306369997)",Less than high school,EDU,EDUHS
2012,2012,SD,South Dakota,30.8,High school graduate,"(44.353130053000484, -100.3735306369997)",High school graduate,EDU,EDUHSGRAD
2012,2012,SD,South Dakota,23.1,College graduate,"(44.353130053000484, -100.3735306369997)",College graduate,EDU,EDUCOGRAD
2013,2013,SD,South Dakota,32.6,Some college or technical school,"(44.353130053000484, -100.3735306369997)",Some college or technical school,EDU,EDUCOTEC
2013,2013,SD,South Dakota,31.6,Less than high school,"(44.353130053000484, -100.3735306369997)",Less than high school,EDU,EDUHS
2013,2013,SD,South Dakota,27.8,High school graduate,"(44.353130053000484, -100.3735306369997)",High school graduate,EDU,EDUHSGRAD
2013,2013,SD,South Dakota,27.6,College graduate,"(44.353130053000484, -100.3735306369997)",College graduate,EDU,EDUCOGRAD
2014,2014,SD,South Dakota,31.4,Some college or technical school,"(44.353130053000484, -100.3735306369997)",Some college or technical school,EDU,EDUCOTEC
2014,2014,SD,South Dakota,30.5,Less than high school,"(44.353130053000484, -100.3735306369997)",Less than high school,EDU,EDUHS
2014,2014,SD,South Dakota,30.2,High school graduate,"(44.353130053000484, -100.3735306369997)",High school graduate,EDU,EDUHSGRAD
2014,2014,SD,South Dakota,26.9,College graduate,"(44.353130053000484, -100.3735306369997)",College graduate,EDU,EDUCOGRAD
2015,2015,SD,South Dakota,32.8,Some college or technical school,"(44.353130053000484, -100.3735306369997)",Some college or technical school,EDU,EDUCOTEC
2015,2015,SD,South Dakota,30.2,Less than high school,"(44.353130053000484, -100.3735306369997)",Less than high school,EDU,EDUHS
2015,2015,SD,South Dakota,29.3,High school graduate,"(44.353130053000484, -100.3735306369997)",High school graduate,EDU,EDUHSGRAD
2015,2015,SD,South Dakota,28.6,College graduate,"(44.353130053000484, -100.3735306369997)",College graduate,EDU,EDUCOGRAD
2011,2011,TN,Tennessee,28,Some college or technical school,"(35.68094058000048, -85.77449091399967)",Some college or technical school,EDU,EDUCOTEC
2011,2011,TN,Tennessee,34.1,Less than high school,"(35.68094058000048, -85.77449091399967)",Less than high school,EDU,EDUHS
2011,2011,TN,Tennessee,32.4,High school graduate,"(35.68094058000048, -85.77449091399967)",High school graduate,EDU,EDUHSGRAD
2011,2011,TN,Tennessee,22,College graduate,"(35.68094058000048, -85.77449091399967)",College graduate,EDU,EDUCOGRAD
2012,2012,TN,Tennessee,33.2,Some college or technical school,"(35.68094058000048, -85.77449091399967)",Some college or technical school,EDU,EDUCOTEC
2012,2012,TN,Tennessee,34.2,Less than high school,"(35.68094058000048, -85.77449091399967)",Less than high school,EDU,EDUHS
2012,2012,TN,Tennessee,31.7,High school graduate,"(35.68094058000048, -85.77449091399967)",High school graduate,EDU,EDUHSGRAD
2012,2012,TN,Tennessee,25.2,College graduate,"(35.68094058000048, -85.77449091399967)",College graduate,EDU,EDUCOGRAD
2013,2013,TN,Tennessee,33.2,Some college or technical school,"(35.68094058000048, -85.77449091399967)",Some college or technical school,EDU,EDUCOTEC
2013,2013,TN,Tennessee,41.3,Less than high school,"(35.68094058000048, -85.77449091399967)",Less than high school,EDU,EDUHS
2013,2013,TN,Tennessee,34.7,High school graduate,"(35.68094058000048, -85.77449091399967)",High school graduate,EDU,EDUHSGRAD
2013,2013,TN,Tennessee,27,College graduate,"(35.68094058000048, -85.77449091399967)",College graduate,EDU,EDUCOGRAD
2014,2014,TN,Tennessee,30.9,Some college or technical school,"(35.68094058000048, -85.77449091399967)",Some college or technical school,EDU,EDUCOTEC
2014,2014,TN,Tennessee,38.2,Less than high school,"(35.68094058000048, -85.77449091399967)",Less than high school,EDU,EDUHS
2014,2014,TN,Tennessee,31.8,High school graduate,"(35.68094058000048, -85.77449091399967)",High school graduate,EDU,EDUHSGRAD
